herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian,indication_vi,safety_note,data_source
H173,Tử hà sa,Plasenta Hominis,"Cam, hàm",Ôn,Dương,"Mộc, Thủy",Thuốc bổ huyết,"Can, Thận","Công năng: Bổ khí, dưỡng huyết, ích thận, cố tinh, bổ phế
Chủ trị: Dùng trong các trường hợp thiếu máu, cơ thể suy nhược, gầy yếu, mất ngủ, hay quên, công năng của não suy giảm. Bệnh do tinh ở thận hao tổn, các chứng di tinh, liệt dương, không có khả năng sinh dục, phụ nữ kinh nguyệt không đều, các chứng bệnh của tử cung, sau khi đẻ thiếu sữa, bệnh lao phổi, bệnh hen suyễn","Những người có thực tà thì không dùng. 
Chú ý: Thuốc có tác dụng làm cho trứng phát dục, tuyến vú phát tiết, tăng cường sức đề kháng của cơ thể","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 316"
H174,Câu kỷ tử,Fructus Lycii,"Cam, vi khổ",Bình,Trung tính,"Kim, Thủy, Mộc, Thổ",Thuốc bổ âm (dưỡng âm),"Phế, Thận, Can, Tỳ","Công năng: Bổ thận dưỡng huyết sáng mắt, sinh tân chỉ khát, ích khí huyết
Chủ trị: Điều trị can thận âm hư và huyết hư, dẫn đến lưng đau gối mỏi, tai ù, chóng mặt, mắt mờ. Trị bệnh tiêu khát (đái đường) di tinh hoạt mộng tinh, liệt dương, lao, bệnh ho khan. Người già khí hư, huyết kém","Những người tỳ vị hư hàn, ỉa chảy không dùng, khi dùng cần trích với nước cam thảo. Chú ý: câu kỷ tử có tác dụng hạ đường huyết","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 345"
H175,Trư linh,Polyporus,"Cam, đạm",Bình,Trung tính (Thiên Dương),Thủy,,"Thận, Bàng quang","Công năng: Lợi tiểu, táo thấp
Chủ trị: Sưng phù, tiểu khó, tiểu đục.","Người bệnh đau thận, phụ nữ có thai phải cẩn thận khi dùng.",https://duocdienvietnam.com/tru-linh/
H176,Đại phúc bì,Pericarpium Arecae,Tân,Vi ôn,Dương,"Thổ, Kim, Hỏa",Thuốc hỏa thấp,"Tỳ, Vị, Đại trường, Tiểu trường","Công năng: Hóa thấp, hạ khí khoan trung, lợi niệu tiêu phù
Chủ trị: Dùng khi thấp trở vị tràng, dẫn đến đau bụng đầy trướng hoặc chữa nôn lợm, đau bụng. Bụng báng (nước), tiểu tiện không thông","Những người thể hư khí nhược dùng phải thận trọng
Chú ý: Alcaloid areconin chứa trong hạt cây cau gây tiết nước bọt, làm cho nhỏ đồng tử, làm tim đập chậm, có tác dụng độc với sán, tê hại các cơ của sán","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 331"
H177,Hà diệp,Folium Nelumbilis,Khổ,Bình,Trung tính (Thiên Âm),"Mộc, Thổ",Thuốc thanh nhiệt giải thử,"Can, Tỳ, Vị","Công năng: Thanh nhiệt giải thử, khứ ứ chỉ huyết
Chủ trị: Dùng khi cảm thụ bởi thử nhiệt gây ra đau đầu, đau răng, miệng khô, họng khát, tiểu tiện ngắn đỏ. Các chứng xuất huyết",Chú ý: Khi dùng để chỉ huyết lá sen cần sao cháy,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 199"
H178,Can khương (Gừng khô),,Tân,Ôn,Dương,"Hỏa, Kim, Thổ",Thuốc ôn trung,"Tâm, Phế, Tỳ, Vị","Công năng: Ôn trung, hồi dương, ôn trung chỉ tả, ấm vị chỉ nôn, ấm kinh chỉ huyết, ôn phế chỉ khái
Chủ trị: Dùng khi tỳ vị hư nhược, chân tay quyết lạnh, hàn gây tiết tà bụng sỏi, phân nát lỏng, hàn tả phạm vị gây nôn ra nước đái. Các trường hợp xuất huyết (thổ huyết, băng huyết, tiện huyết) do tính hư hàn, khi hàn ấm phế, gây ho, khí, suyễn",Âm hư có nhiệt không dùng. Phụ nữ có thai dùng thận trọng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 193"
H179,Nhục quế,Cortex Cinnamomi,"Tân, cam",Đại nhiệt (ít độc),Dương,"Mộc, Thủy, Thổ",Thuốc hồi dương cứu nghịch,"Can, Thận, Tỳ","Công năng: Hồi dương, khứ hàn giảm đau, thông kinh hoạt lạc, ấm thận hành thủy
Chủ trị: Các trường hợp thận dương hư nhược, chân tay lạnh giá, co quắp. Bệnh đau bụng dữ dội do hàn nhập lý, tiết tả, nôn mửa, tỳ vị hư nhược, sôi bụng, lạnh bụng, đại tiện lỏng lâu ngày không khỏi. Trường hợp dương khí hư nhược, phù thũng tiểu tiện khó khăn, đặc biệt phù nặng ở chân","Phụ nữ có thai, những người âm hư dương thịnh, không được dùng, Dùng lâu, liều cao, thường dẫn đến nhức đầu táo bón","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 197"
H180,Tang bạch bì,Cortex Mori radicis,Cam,Hàn,Âm,Kim,Thuốc thanh phế chỉ khái,Phế,"Công năng: Thanh phế, chỉ khái, lợi niệu, tiêu phù
Chủ trị: Trị ho phế nhiệt, đàm nhiệt, bình suyễn, ho có sốt, miệng khát, thũy thũng, tiểu tiện khó khăn (dùng trong bài ngũ bì ẩm)",Nếu ho do phế hàn thì không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 249"
H181,Bạch tiền (Bạch tiễn bì),,,,,,,,,,
H182,An tức hương,Benzoinum,"Tân, khổ",Bình,Trung tính,"Hỏa, Thổ",Thuốc phương hương khai khiếu,"Tâm, Tỳ","Công năng: khai khiếu tinh thần, hành khí giảm đau
Chủ trị: Khi bị trúng phong thần chí bất tỉnh, đàm dãi tắc nghẽn ở cổ, khí trệ, đau tim đau bụng",Những người âm hư hỏa vượng không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 273"
H183,Cố mạch (Mạch ba góc),Fagopyrum esculentum,,,,,Thuốc hạ huyết áp,,"Hiện nay, mới trồng để làm thức ăn cho gia súc và người. Một số nơi dùng lá nấu canh ăn cho sáng mắt, thính tai",,"sách những cây thuốc và vị thuốc việt nam trang 300
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H184,Tử tô tử,Fructus Perillae frutescensis,Tân,Ôn,Dương,Kim,,Phế,"Công năng: Giáng khí, tiêu đờm, bình suyễn, nhuận trưởng.
Chủ trị: Đờm suyễn, ho khí nghịch, táo bón.",,https://duocdienvietnam.com/tia-to-qua/
H185,Bạch hoa xà thiệt thảo,Herba Oldenlandiae,"Cam, đạm",Lương,Âm,,Thuốc thanh nhiệt giải độc,,"Công năng: Thanh nhiệt giải độc, trừ mụn nhọt, thanh phế chỉ khái, lợi niệu thông lâm, khứ ử sưng thủng
Chủ trị: Mụn nhọt sưng đau, viêm ruột thừa cấp tính,ho và đau bụng, các trường hợp chấn thương sưng tẩy",Chú ý: Vị thuốc có tác dụng ức chế một số nấm ngoài da,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 207"
H186,Bạch quả,Semen Ginkgo,"Cam, khổ, sáp",Bình (có độc),Trung tính,"Kim, Thổ",Thuốc bình suyễn,"Phế, Vị","Công năng: Bình suyễn hóa đàm, thu sáp chỉ đới
Chủ trị: Trị hen suyễn, ho, dùng trong các bệnh khí hư bạch đới của phụ nữ hoặc khi bị tiểu đục, tiểu nhiều, đái dầm","Chú ý: Bạch quả có tác dụng ức chế sinh trưởng của trực khuẩn lao, hoạt chất có tác dụng là acid, nước sắc bạch quả ức chế một số nấm ngoài da. Bạch quả sống có độc cần phải qua chế biến","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 255"
H187,Bàng sa (Hàn the),Borax,"Cam, hàm",Lương,Âm,"Kim, Thổ",Thuốc dùng ngoài,"Phế, Vị","Công năng: Giải độc, trừ đờm chỉ ho
Chủ trị: Dùng trong các bệnh viêm loét lợi, niêm mạc miệng phồng dộp, lở loét, hầu họng sưng thũng, đau răng, viêm tai cấp tính, đờm nhiệt ngưng trệ, ho đờm, viêm họng, viêm amiđan","Chú ý: Uống trong không nên dùng dài ngày. Do thuốc có độc cho can thận, xu hướng chung là dùng ngoài. Có thể phối hợp với phèn phi, berberin để làm thuốc sinh cơ lên da non, chữa nước ăn chân và bệnh ngứa ngoài da","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 391"
H188,Băng phiến,,"Tân, khổ",Vi hàn,Âm,"Hỏa, Thổ, Kim",Thuốc phương hương khai khiếu,"Tâm, Tỳ, Phế","Công năng: Khai khiếu tinh thần, tiêu tán màng mộng
Chủ trị: Dùng đối với hầu họng sưng đau, đau răng, mắt đau đỏ, mắt có màng mộng",Phụ nữ có thai không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 273"
H189,Bình vôi (Ngải tượng),Radix Stephaniae rotudae,Khổ,Hàn,Âm,"Hỏa, Mộc, Thổ",Thuốc dưỡng tâm an thần,"Tâm, Can, Tỳ","Công năng: An thần, kiện vị, giảm đau, giải độc tiêu viêm, trừ ung thũng, thanh phế chỉ ho
Chủ trị: Dùng trong các trường hợp suy nhược thần kinh, dẫn đến mất ngủ, hoặc bệnh động kinh, điên giản, loét dạ dày, hành tá tràng, lỵ, đau răng, đau dây thần kinh, đau do sang chấn. Bệnh viêm nhiễm đường hô hấp, viêm họng, viêm khí quản mạn tính, ho lao","Chú ý: Bình vôi có tác dụng ức chế Bacillus subitilis. Chất rotundin alcaloid chiết từ củ bình vôi S. rotunda Lour, ít độc, có tác dụng trấn kinh rõ rệt, còn có tác dụng điều hòa hô hấp, hạ huyết áp, an thần, gây ngủ, chống co giật. Ngoài ra chất roemerin, cũng là ancaloid mới được phát hiện trong củ bình vôi, có tác dụng gây tê niêm mạc giảm biên độ và tần số của tim ếch cô lập; liều nhỏ có tác dụng an thần gây ngủ. Ngoài ra còn có tác dụng an thần hạ huyết áp (Dương Hữu Lợi, Ngô Vân Thu)","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 269"
H190,Cao lương khương,Rhizoma Alpiniae,Tân,Nhiệt,Dương,Thổ,Thuốc ôn trung,"Tỳ, Vị","Công năng: Ôn trung chỉ thống, giải độc, giải nhiệt
Chủ trị: Dùng trong các bệnh đau bụng do lạnh, bụng đầy trướng, nôn, ỉa chảy, tiêu hóa bất chấn, sốt do hàn, hoặc sốt rét","Những người âm hư hoả vượng, táo bón không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 192"
H191,Cây mỏ quạ (Xuyên phá thạch),Herba Cudraniae,Khổ (riêng lá có vị đắng hơi cay tê),Vi lương,Âm,"Kim, Thủy",Thuốc thanh phế chỉ khái,"Phế, Thận","Công năng: Thanh phế chỉ khái, khử phong chỉ thống, tiêu độc trị mụn nhọt, chống viêm, chống thối, giúp vết thương mau lên da non
Chủ trị: Trị ho ra máu do lao, phong thấp, đau lưng, chân tay đau mỏi",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 252"
H192,Cỏ thài lài (Rau trai),Herba Commelinae,"Cam, đạm",Hàn,Âm,"Hỏa, Thủy",Thuốc thanh nhiệt giáng hỏa,"Tâm, Thận","Công năng: Thanh nhiệt tá hỏa, thanh tràng chỉ lỵ, thanh nhiệt giải độc, lợi thủy tiêu phù thũng
Chủ trị: Bệnh sốt cao, phát cuồng, phiền khát, hoặc bệnh cảm nhiệt dẫn đến sốt cao, huyết hấp trùng. Bênh tả, lỵ, viêm họng sưng đau, mụn nhọt rắn độc cắn, phù tim, thận, dùng lợi tiểu khi có sỏi thận, sỏi bàng quang","Chú ý: Nước sắc có tác dụng ức chế tụ cầu vàng, trực khuẩn đại tràng. Do tính thanh nhiệt của vị thuốc, người ta còn dùng làm rau ăn cho phụ nữ sau khi đẻ","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 218"
H193,Cóc mẳn,Herba Centipedae,"Khổ, tân",Ôn,Dương,"Kim, Mộc",Thuốc thanh phế chỉ khái,"Phế, Can","Công năng: Thanh phế chỉ khái, bình can hạ áp, thanh can sáng mắt, thanh nhiệt tiêu độc
Chủ trị: Các trường hợp ho khan, chữa viêm khí quản mạn tính, cao huyết áp, đau mắt do viêm giác mạc, dị ứng, chốc lở. Ngoài ra còn chữa rắn cắn, khi rắn cắn có thể giã nát cây, đắp vào vết thương. Làm thông tắc mũi, lấy cây tươi giã nát, lấy dịch thấm vào bông rồi nhét vào lỗ mũi ngày vài lần",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 248"
H194,Côn bố,Laminae,Khổ,Hàn,Âm,"Mộc, Thủy, Thổ",Thuốc hóa đàm nhiệt,"Can, Thận, Vị","Công năng: Hóa đàm tán kết
Chủ trị: Tuyền giáp sưng to, lao lâm ba kết, bệnh đàm tích lại, đau tinh hoàn",Chú ý: Trước khi dùng cần ngâm rửa nhiều lần cho hết muối bám bên ngoài,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 243"
H195,Cốc nha,,Cam,Ôn,Dương,Thổ,Thuốc tiêu đạo (thuốc tiêu hóa),"Tỳ, Vị","Công năng: Tiêu thực hóa tích, khai vị, xúc tiến tiêu hóa
Chủ trị: Dùng trong các trường hợp ăn uống không tiêu, bụng đầy trướng, căng đau, tỳ vị hư nhược",Chú ý: Có thể dùng sống hoặc sao vàng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 258"
H196,Cốt khí củ (Hổ trượng),Radix Polygoni cuspidati,Khổ,Ôn,Dương,Mộc,Thuốc hoạt huyết,"Can, Tâm bào","Công năng: Hoạt huyết thông kinh, chỉ thống, trừ phong hàn thấp tý, thanh thấp nhiệt can đởm, bàng quang, tiêu viêm sát khuẩn
Chủ trị: Dùng trong các trường hợp phụ nữ có kinh đau bụng, hoặc bế kinh, bệnh viêm xương khớp, đau nhức lưng gối, viêm gan, viêm túi mật, sỏi mật, sỏi tiết niệu. Bệnh viêm phổi viêm phế quản mạn tính, viêm âm đạo","Chú ý: Thuốc có tác dụng ức chế trực khuẩn mũ xanh, trực khuẩn phó thương hàn, trực khuẩn lỵ. Bằng thực nghiệm chứng minh, cốt khí có tác dụng hạ cholesterol, cầm máu, tác dụng chống viêm (đặc biệt viêm khớp), tác dụng làm giảm tính thấm thành mạch, tác dụng chống oxy hóa, chống lão hóa","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 297"
H197,Cam toại,Radix Euphorbiae kansui,Khổ,Hàn (Có độc),Âm,"Thổ, Kim, Thủy",Thuốc trục thủy,"Tỳ, Phế, Thận","Công năng: Trục thủy tả hạ
Chủ trị: Dùng trong các trường hợp phù bụng, lồng ngực tích nước, dẫn đến khó thở","Những người khoogn có phù, đại tiện lỏng, phụ nữ có thai không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 370"
H198,Cao ban long,Colla Cornus cervi,Cam,Bình,Trung tính (Thiên Dương),"Kim, Mộc, Thủy",Thuốc bổ huyết,"Phế, Can, Thận","Công năng: Bổ huyết, bổ phế, cố thận, thêm tinh, an thai
Chủ trị: Các bệnh thiếu máu, da xanh xao, cơ thể gầy yếu, mất máu sau phẫu thuật, do bị thương sốt rét, chảy máu dạ dày ruột, chảy máu cam, thổ huyết, phụ nữ kinh nguyệt quá nhiều, hoặc cơ thể già yếu mệt. Các trường hợp ho ra máu, các bệnh lao, cơ thế thiếu máu, lao tủy, lao xương v.v.. dùng đều cho kết quả tốt. Trường hợp khí ở thận không đủ mà dẫn đến đau lưng, gối mỏi, di tinh, động thai chảy máu",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 315"
H199,Cà độc dược (Mạn xà la hoa),Flos cum folium Daturae,Khổ,Ôn (có độc),Dương,"Kim, Thổ",Thuốc bình suyễn,"Phế, Vị","Công năng: Định suyễn, giảm đau, sát khuẩn
Chủ trị: Dùng đối với hen phế quản, bệnh đau dạ dày, đau khớp. Chữa rắn cắn, dùng quả tươi giã nát đắp vào chỗ rắn cắn, mụn nhọt hoặc chỗ bị thương",Không dùng vị thuốc này đối với trẻ em dưới 15 tuổi và phụ nữ có thai,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 253"
H200,Dưa hấu (Tây qua),Endocarpium Citrulli,"Cam, đạm",Hàn,Âm,"Hỏa, Thổ",Thuốc thanh nhiệt giải thử,"Tâm, Vị","Công năng: Thanh nhiệt giải khứ, thanh nhiệt lợi niệu
Chủ trị: Dùng khi thương khử, ra nhiều mồ hôi, tâm phiền, miệng khát, bệnh thấp nhiệt, hoàng đản, bụng trướng",Không dùng cho thể tỳ vị hư hàn và bệnh hàn thấp,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 200"
H201,Đại hồi,Fructus Anisi Stellati,"Tân, vi cam",Nhiệt,Dương,"Mộc, Thủy, Thổ",Thuốc ôn trung,"Can, Thận, Tỳ, Vị","Công năng: Khử hàn, ấm kinh, kiện tỳ, tiêu thực, khai vị chỉ nôn, giảm đau, hoạt huyết, giải độc
Chủ trị: Dùng khi bệnh hàn nhập lý gây đau bụng, sôi bụng, ỉa chảy, tiêu hóa bất chấn, bụng đầy, nôn lợm, kích thích tuyến sữa, đau dạ dày, đau ruột, phối hợp với các thuốc phong thấp để chữa đau xương, đau khớp, đau cơ nhục có thể dùng rượu xoa bớp hoặc bột thuốc đắp. Dùng khi cơ thể ăn phải các thức ăn gây ngộ độc, dị ứng",Những người âm hư hỏa vượng không được dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 191"
H202,Đại phong tử,Semen Hydnocarpi,Tân,Nhiệt (có độc),Dương,,Thuốc dùng ngoài,,"Công năng: Thanh trừ nhiệt độc do mụn nhọt đinh độc hoặc phong hủi, sát khuản chỉ ngứa
Chủ trị: Dùng khi bị ngứa ngoài da, ngứa từng đám trên da",Những thể âm hư nội nhiệt không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 389"
